,ID,Game Name,Match Name,Num in Match,Region,Tournament,Blue Team Name,Red Team Name,Date,Week,Winner,Blue kills,Red kills,Total kills,Blue towers,Red towers,Total towers,Blue dragons,Red dragons,Total dragons,Blue barons,Red barons,Total barons,Blue gold,Red gold,Total gold,First blood team,First blood time,First tower team,First tower time,First dragon team,First dragon time,First rift herald team,First rift herald time,First baron team,First baron time,Game time,Blue players,Red players
0,11322,DRX  vs Liiv SANDBOX ,DRX vs LSB 1,1,LCK,LCK Spring 2022,DRX ,Liiv SANDBOX ,2022-01-12,1,red,5,14,19,8,9,17,1,0,1,0,2,2,63.7,67.7,131.4,blue,618,blue,673,blue,516,blue,516,red,1590,2195,"kingen,Pyosik,Zeka,Deft,BeryL,","Dove,Croco,Clozer,Envyy,Kael,"
1,21322,DRX  vs Liiv SANDBOX ,DRX vs LSB 1,2,LCK,LCK Spring 2022,DRX ,Liiv SANDBOX ,2022-01-12,1,red,7,15,22,3,9,12,0,0,0,1,1,2,60.7,67.2,127.9,blue,192,blue,1131,red,192,blue,509,red,1562,2069,"kingen,Pyosik,Zeka,Deft,BeryL,","Dove,Croco,Clozer,Envyy,Kael,"
2,31322,T1  vs Kwangdong Freecs ,T1 vs KDF 1,1,LCK,LCK Spring 2022,T1 ,Kwangdong Freecs ,2022-01-12,1,blue,12,7,19,7,2,9,5,0,5,1,0,1,66.5,58.8,125.3,blue,366,red,922,blue,366,blue,526,blue,1985,2232,"Zeus,Oner,Faker,Gumayusi,Keria,","Kiin,Ellim,FATE,Teddy,Hoit,"
3,41322,Kwangdong Freecs  vs T1 ,T1 vs KDF 1,2,LCK,LCK Spring 2022,Kwangdong Freecs ,T1 ,2022-01-12,1,red,4,18,22,2,10,12,0,0,0,0,1,1,38.5,51.0,89.5,red,379,red,538,red,379,blue,506,red,1279,1505,"Kiin,Ellim,FATE,Teddy,Hoit,","Zeus,Oner,Faker,Gumayusi,Keria,"
4,51322,Nongshim RedForce  vs Hanwha Life eSports ,HLE vs NS 1,1,LCK,LCK Spring 2022,Nongshim RedForce ,Hanwha Life eSports ,2022-01-13,1,blue,19,8,27,11,1,12,4,0,4,1,0,1,67.8,57.4,125.19999999999999,blue,466,blue,861,blue,466,blue,512,blue,1674,2152,"Canna,Dread,Bdd,Ghost,Effort,","DuDu,OnFleek,Karis,SamD,Vsta,"
5,61322,Hanwha Life eSports  vs Nongshim RedForce ,HLE vs NS 1,2,LCK,LCK Spring 2022,Hanwha Life eSports ,Nongshim RedForce ,2022-01-13,1,blue,15,3,18,11,4,15,3,0,3,2,0,2,61.7,52.7,114.4,blue,516,blue,774,blue,516,blue,547,blue,1399,1957,"DuDu,OnFleek,Karis,SamD,Vsta,","Canna,Dread,Bdd,Ghost,Effort,"
6,71322,Nongshim RedForce  vs Hanwha Life eSports ,HLE vs NS 1,3,LCK,LCK Spring 2022,Nongshim RedForce ,Hanwha Life eSports ,2022-01-13,1,red,9,25,34,3,11,14,2,0,2,0,1,1,60.6,73.0,133.6,red,273,red,713,red,273,red,549,red,1835,2166,"Canna,Dread,Bdd,Ghost,Effort,","DuDu,OnFleek,Karis,SamD,Vsta,"
7,81322,KT Rolster  vs DWG KIA ,KT Rolster vs DWG KIA 1,1,LCK,LCK Spring 2022,KT Rolster ,DWG KIA ,2022-01-13,1,red,6,10,16,4,10,14,1,0,1,1,1,2,68.7,76.6,145.3,blue,775,red,897,red,592,blue,644,blue,2050,2568,"Rascal,Cuzz,Aria,Aiming,Life,","Hoya,Canyon,ShowMaker,deokdam,Kellin,"
8,91322,KT Rolster  vs DWG KIA ,KT Rolster vs DWG KIA 1,2,LCK,LCK Spring 2022,KT Rolster ,DWG KIA ,2022-01-13,1,red,11,17,28,2,9,11,2,0,2,0,1,1,40.8,49.2,90.0,red,212,red,641,red,212,red,527,red,1248,1450,"Rascal,Cuzz,Aria,Aiming,Life,","Hoya,Canyon,ShowMaker,deokdam,Kellin,"
9,101322,DRX  vs Gen.G eSports ,GEN vs DRX 1,1,LCK,LCK Spring 2022,DRX ,Gen.G eSports ,2022-01-14,1,red,2,17,19,4,9,13,0,0,0,0,1,1,45.1,58.5,103.6,blue,192,blue,935,red,192,red,512,red,1545,1777,"kingen,Pyosik,Zeka,Deft,BeryL,","Doran,Peanut,Chovy,Ruler,Lehends,"
10,111322,Gen.G eSports  vs DRX ,GEN vs DRX 1,2,LCK,LCK Spring 2022,Gen.G eSports ,DRX ,2022-01-14,1,blue,23,9,32,11,0,11,2,0,2,1,0,1,57.2,40.0,97.2,blue,165,blue,649,red,165,blue,509,blue,1281,1556,"Doran,Peanut,Chovy,Ruler,Lehends,","kingen,Pyosik,Zeka,Deft,BeryL,"
11,121322,Fredit BRION  vs T1 ,BRO vs T1 1,1,LCK,LCK Spring 2022,Fredit BRION ,T1 ,2022-01-14,1,blue,17,11,28,8,5,13,4,0,4,1,1,2,76.3,74.2,150.5,red,242,red,744,blue,242,blue,529,blue,1631,2568,"Morgan,UmTi,Lava,Hena,Delight,","Zeus,Oner,Faker,Gumayusi,Keria,"
12,131322,T1  vs Fredit BRION ,BRO vs T1 1,2,LCK,LCK Spring 2022,T1 ,Fredit BRION ,2022-01-14,1,blue,21,13,34,10,8,18,5,0,5,1,2,3,86.9,80.0,166.9,blue,480,blue,595,red,392,blue,563,red,1745,2755,"Zeus,Oner,Faker,Gumayusi,Keria,","Morgan,UmTi,Lava,Hena,Delight,"
13,141322,Fredit BRION  vs T1 ,BRO vs T1 1,3,LCK,LCK Spring 2022,Fredit BRION ,T1 ,2022-01-14,1,red,4,18,22,2,11,13,1,0,1,0,2,2,64.7,78.7,143.4,red,169,red,996,red,169,red,607,red,2021,2487,"Morgan,UmTi,Lava,Hena,Delight,","Zeus,Oner,Faker,Gumayusi,Keria,"
14,151322,Nongshim RedForce  vs Liiv SANDBOX ,NS vs LSB 1,1,LCK,LCK Spring 2022,Nongshim RedForce ,Liiv SANDBOX ,2022-01-15,1,blue,13,6,19,11,2,13,2,0,2,1,0,1,59.5,49.3,108.8,blue,282,blue,1221,red,282,red,555,blue,1486,1838,"Canna,Dread,Bdd,Ghost,Peter,","Dove,Croco,Clozer,Envyy,Kael,"
15,161322,Nongshim RedForce  vs Liiv SANDBOX ,NS vs LSB 1,2,LCK,LCK Spring 2022,Nongshim RedForce ,Liiv SANDBOX ,2022-01-15,1,blue,13,5,18,11,2,13,3,0,3,1,0,1,52.5,41.5,94.0,blue,326,blue,569,blue,326,blue,506,blue,1436,1568,"Canna,Dread,Bdd,Ghost,Peter,","Dove,Croco,Clozer,Envyy,Kael,"
16,171322,Kwangdong Freecs  vs KT Rolster ,KDF vs KT Rolster 1,1,LCK,LCK Spring 2022,Kwangdong Freecs ,KT Rolster ,2022-01-15,1,red,7,20,27,3,11,14,1,0,1,0,2,2,58.2,72.6,130.8,red,92,red,720,red,92,red,513,red,1307,2135,"Kiin,Ellim,FATE,Teddy,Hoit,","Rascal,Cuzz,Aria,Aiming,Life,"
17,181322,Kwangdong Freecs  vs KT Rolster ,KDF vs KT Rolster 1,2,LCK,LCK Spring 2022,Kwangdong Freecs ,KT Rolster ,2022-01-15,1,red,4,13,17,3,9,12,0,0,0,0,1,1,48.6,60.0,108.6,blue,151,blue,920,red,151,blue,503,red,1827,1934,"Kiin,Ellim,FATE,Teddy,Hoit,","Rascal,Cuzz,Aria,Aiming,Life,"
18,191322,Fredit BRION  vs Hanwha Life eSports ,HLE vs BRO 1,1,LCK,LCK Spring 2022,Fredit BRION ,Hanwha Life eSports ,2022-01-16,1,blue,7,3,10,9,3,12,5,0,5,1,0,1,62.9,54.3,117.19999999999999,blue,354,red,573,blue,354,red,505,blue,1675,2027,"Morgan,UmTi,Lava,Hena,Delight,","DuDu,OnFleek,Karis,SamD,Vsta,"
19,201322,Hanwha Life eSports  vs Fredit BRION ,HLE vs BRO 1,2,LCK,LCK Spring 2022,Hanwha Life eSports ,Fredit BRION ,2022-01-16,1,blue,13,6,19,7,8,15,3,0,3,0,2,2,69.9,67.8,137.7,blue,380,blue,944,blue,380,blue,507,red,1814,2314,"DuDu,OnFleek,Karis,SamD,Vsta,","Morgan,UmTi,Lava,Hena,Delight,"
20,211322,Fredit BRION  vs Hanwha Life eSports ,HLE vs BRO 1,3,LCK,LCK Spring 2022,Fredit BRION ,Hanwha Life eSports ,2022-01-16,1,blue,15,2,17,11,2,13,3,0,3,1,0,1,67.1,52.9,120.0,blue,456,blue,836,red,397,red,521,blue,1947,2112,"Morgan,UmTi,Lava,Hena,Delight,","DuDu,OnFleek,Karis,SamD,Vsta,"
21,221322,DWG KIA  vs Gen.G eSports ,DWG KIA vs GEN 1,1,LCK,LCK Spring 2022,DWG KIA ,Gen.G eSports ,2022-01-16,1,blue,15,17,32,8,4,12,5,0,5,1,0,1,68.2,62.8,131.0,red,209,red,924,red,209,blue,514,blue,1746,2166,"Hoya,Canyon,ShowMaker,deokdam,Kellin,","Doran,Peanut,Chovy,Ruler,Lehends,"
22,231322,Gen.G eSports  vs DWG KIA ,DWG KIA vs GEN 1,2,LCK,LCK Spring 2022,Gen.G eSports ,DWG KIA ,2022-01-16,1,blue,20,24,44,10,5,15,2,0,2,2,1,3,85.9,83.6,169.5,red,209,red,952,red,209,blue,560,blue,1288,2887,"Doran,Peanut,Chovy,Ruler,Lehends,","Hoya,Canyon,ShowMaker,deokdam,Kellin,"
23,241322,DWG KIA  vs Gen.G eSports ,DWG KIA vs GEN 1,3,LCK,LCK Spring 2022,DWG KIA ,Gen.G eSports ,2022-01-16,1,red,17,15,32,5,9,14,2,0,2,1,1,2,59.9,64.4,124.30000000000001,blue,296,red,899,blue,296,red,514,blue,1458,2112,"Hoya,Canyon,ShowMaker,deokdam,Kellin,","Doran,Peanut,Chovy,Ruler,Lehends,"
24,251322,Nongshim RedForce  vs DWG KIA ,NS vs DWG KIA 2,1,LCK,LCK Spring 2022,Nongshim RedForce ,DWG KIA ,2022-01-19,2,blue,18,6,24,9,3,12,3,0,3,1,0,1,72.5,62.1,134.6,blue,364,blue,855,blue,364,red,501,blue,2225,2336,"Canna,Dread,Bdd,Ghost,Peter,","Hoya,Canyon,ShowMaker,deokdam,Kellin,"
25,261322,DWG KIA  vs Nongshim RedForce ,NS vs DWG KIA 2,2,LCK,LCK Spring 2022,DWG KIA ,Nongshim RedForce ,2022-01-19,2,blue,13,13,26,8,3,11,4,0,4,1,0,1,70.7,61.6,132.3,blue,560,blue,906,red,362,blue,514,blue,1890,2340,"Burdol,Canyon,ShowMaker,deokdam,Kellin,","Canna,Dread,Bdd,Ghost,Peter,"
26,271322,Nongshim RedForce  vs DWG KIA ,NS vs DWG KIA 2,3,LCK,LCK Spring 2022,Nongshim RedForce ,DWG KIA ,2022-01-19,2,blue,11,4,15,10,3,13,5,0,5,1,0,1,67.0,57.6,124.6,blue,208,blue,781,blue,208,red,507,blue,2222,2348,"Canna,Dread,Bdd,Ghost,Peter,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
27,281322,KT Rolster  vs Hanwha Life eSports ,KT Rolster vs HLE 2,1,LCK,LCK Spring 2022,KT Rolster ,Hanwha Life eSports ,2022-01-19,2,blue,12,7,19,7,3,10,3,0,3,0,1,1,66.7,63.5,130.2,blue,263,blue,813,blue,263,blue,507,red,1843,2310,"Rascal,Cuzz,Aria,Aiming,Life,","DuDu,OnFleek,Karis,SamD,Vsta,"
28,291322,Hanwha Life eSports  vs KT Rolster ,KT Rolster vs HLE 2,2,LCK,LCK Spring 2022,Hanwha Life eSports ,KT Rolster ,2022-01-19,2,red,10,16,26,1,9,10,2,0,2,0,1,1,57.8,68.4,126.2,red,606,red,919,red,547,red,638,red,1969,2248,"DuDu,OnFleek,Karis,SamD,Vsta,","Rascal,Cuzz,Aria,Aiming,Life,"
29,301322,DRX  vs T1 ,DRX vs T1 2,1,LCK,LCK Spring 2022,DRX ,T1 ,2022-01-20,2,red,9,19,28,1,7,8,0,0,0,0,1,1,46.8,56.5,103.3,red,62,red,873,red,62,blue,575,red,1476,1675,"kingen,Pyosik,Zeka,Deft,BeryL,","Zeus,Oner,Faker,Gumayusi,Keria,"
30,311322,T1  vs DRX ,DRX vs T1 2,2,LCK,LCK Spring 2022,T1 ,DRX ,2022-01-20,2,blue,14,8,22,9,1,10,2,0,2,1,0,1,56.2,43.4,99.6,blue,271,blue,960,blue,271,blue,498,blue,1583,1722,"Zeus,Oner,Faker,Gumayusi,Keria,","kingen,Pyosik,Zeka,Deft,BeryL,"
31,321322,Fredit BRION  vs Gen.G eSports ,BRO vs GEN 2,1,LCK,LCK Spring 2022,Fredit BRION ,Gen.G eSports ,2022-01-20,2,red,5,16,21,4,10,14,3,0,3,0,2,2,62.4,74.8,137.2,blue,385,red,954,red,356,red,566,red,1629,2282,"Morgan,UmTi,Lava,Hena,Delight,","Doran,Peanut,Chovy,Ruler,Lehends,"
32,331322,Fredit BRION  vs Gen.G eSports ,BRO vs GEN 2,2,LCK,LCK Spring 2022,Fredit BRION ,Gen.G eSports ,2022-01-20,2,red,8,14,22,3,9,12,1,0,1,0,1,1,56.3,66.7,123.0,red,665,red,897,blue,537,blue,537,red,1890,2047,"Morgan,UmTi,Lava,Hena,Delight,","Doran,Peanut,Chovy,Ruler,Lehends,"
33,341322,Liiv SANDBOX  vs Kwangdong Freecs ,LSB vs KDF 2,1,LCK,LCK Spring 2022,Liiv SANDBOX ,Kwangdong Freecs ,2022-01-21,2,red,2,12,14,1,9,10,3,0,3,0,1,1,51.3,62.3,113.6,red,390,red,925,red,390,blue,516,red,2000,2059,"Dove,Croco,Clozer,Ice,Kael,","Kiin,Ellim,FATE,Teddy,Hoit,"
34,351322,Liiv SANDBOX  vs Kwangdong Freecs ,LSB vs KDF 2,2,LCK,LCK Spring 2022,Liiv SANDBOX ,Kwangdong Freecs ,2022-01-21,2,red,5,19,24,3,11,14,2,0,2,0,1,1,53.7,59.3,113.0,red,558,red,769,blue,393,red,572,red,1461,1855,"Dove,Croco,Clozer,Ice,Kael,","Kiin,Ellim,FATE,Teddy,Hoit,"
35,361322,Nongshim RedForce  vs KT Rolster ,KT Rolster vs NS 2,1,LCK,LCK Spring 2022,Nongshim RedForce ,KT Rolster ,2022-01-21,2,red,4,13,17,4,9,13,1,0,1,0,2,2,55.2,65.6,120.8,blue,470,red,800,red,316,red,565,red,1252,1994,"Canna,Dread,Bdd,Ghost,Peter,","Rascal,Cuzz,Aria,Aiming,Life,"
36,371322,Nongshim RedForce  vs KT Rolster ,KT Rolster vs NS 2,2,LCK,LCK Spring 2022,Nongshim RedForce ,KT Rolster ,2022-01-21,2,blue,16,6,22,8,1,9,3,0,3,1,0,1,54.9,44.1,99.0,blue,377,red,546,blue,377,red,504,blue,1539,1659,"Canna,Dread,Bdd,Ghost,Peter,","Rascal,Cuzz,Aria,Aiming,Life,"
37,381322,KT Rolster  vs Nongshim RedForce ,KT Rolster vs NS 2,3,LCK,LCK Spring 2022,KT Rolster ,Nongshim RedForce ,2022-01-21,2,red,8,21,29,2,11,13,0,0,0,0,1,1,48.7,61.1,109.80000000000001,red,225,red,800,red,225,red,569,red,1579,1746,"Rascal,Cuzz,Aria,Aiming,Life,","Canna,Dread,Bdd,Ghost,Peter,"
38,391322,DWG KIA  vs Fredit BRION ,DWG KIA vs BRO 2,1,LCK,LCK Spring 2022,DWG KIA ,Fredit BRION ,2022-01-22,2,blue,11,6,17,7,3,10,1,0,1,0,1,1,48.7,44.9,93.6,blue,746,red,970,blue,521,blue,521,red,1297,1593,"Burdol,Canyon,ShowMaker,deokdam,Kellin,","Morgan,UmTi,Lava,Hena,Delight,"
39,401322,Fredit BRION  vs DWG KIA ,DWG KIA vs BRO 2,2,LCK,LCK Spring 2022,Fredit BRION ,DWG KIA ,2022-01-22,2,red,7,6,13,2,9,11,3,0,3,1,1,2,59.5,64.7,124.2,red,202,red,487,red,202,blue,594,red,1360,2122,"Morgan,UmTi,Lava,Hena,Delight,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
40,411322,Gen.G eSports  vs Hanwha Life eSports ,GEN vs HLE 2,1,LCK,LCK Spring 2022,Gen.G eSports ,Hanwha Life eSports ,2022-01-22,2,red,5,14,19,2,9,11,2,0,2,0,1,1,51.8,60.8,112.6,red,140,red,708,red,140,red,599,red,1794,1921,"Doran,Peanut,Chovy,Ruler,Lehends,","DuDu,OnFleek,Karis,SamD,Vsta,"
41,421322,Gen.G eSports  vs Hanwha Life eSports ,GEN vs HLE 2,2,LCK,LCK Spring 2022,Gen.G eSports ,Hanwha Life eSports ,2022-01-22,2,blue,17,11,28,10,0,10,4,0,4,2,0,2,74.3,61.3,135.6,blue,269,blue,809,blue,269,red,517,blue,1759,2314,"Doran,Peanut,Chovy,Ruler,Lehends,","DuDu,OnFleek,Karis,SamD,Vsta,"
42,431322,Hanwha Life eSports  vs Gen.G eSports ,GEN vs HLE 2,3,LCK,LCK Spring 2022,Hanwha Life eSports ,Gen.G eSports ,2022-01-22,2,red,5,18,23,2,9,11,0,0,0,0,1,1,43.6,54.9,98.5,blue,629,blue,757,red,334,blue,608,red,1526,1704,"DuDu,OnFleek,Karis,SamD,Vsta,","Doran,Peanut,Chovy,Ruler,Lehends,"
43,441322,Liiv SANDBOX  vs T1 ,LSB vs T1 2,1,LCK,LCK Spring 2022,Liiv SANDBOX ,T1 ,2022-01-23,2,red,12,19,31,2,9,11,0,0,0,0,1,1,52.4,63.4,115.8,blue,276,red,891,blue,276,red,637,red,1645,1943,"Dove,Croco,Clozer,Ice,Kael,","Zeus,Oner,Faker,Gumayusi,Keria,"
44,451322,Liiv SANDBOX  vs T1 ,LSB vs T1 2,2,LCK,LCK Spring 2022,Liiv SANDBOX ,T1 ,2022-01-23,2,red,2,10,12,2,7,9,2,0,2,0,0,0,39.2,45.4,84.6,blue,537,red,978,blue,404,red,531,none,0,1509,"Dove,Croco,Clozer,Ice,Kael,","Zeus,Oner,Faker,Gumayusi,Keria,"
45,461322,Kwangdong Freecs  vs DRX ,KDF vs DRX 2,1,LCK,LCK Spring 2022,Kwangdong Freecs ,DRX ,2022-01-23,2,red,6,8,14,5,8,13,4,0,4,0,0,0,64.0,69.7,133.7,blue,233,blue,1238,blue,233,blue,575,none,0,2473,"Kiin,Ellim,FATE,Teddy,Hoit,","kingen,Pyosik,Zeka,Deft,BeryL,"
46,471322,Kwangdong Freecs  vs DRX ,KDF vs DRX 2,2,LCK,LCK Spring 2022,Kwangdong Freecs ,DRX ,2022-01-23,2,red,8,16,24,7,7,14,2,0,2,1,1,2,81.3,83.5,164.8,red,482,red,800,red,482,blue,549,red,1862,2886,"Kiin,Ellim,FATE,Teddy,Hoit,","kingen,Pyosik,Zeka,Deft,BeryL,"
47,481322,Gen.G eSports  vs Kwangdong Freecs ,GEN vs KDF 3,1,LCK,LCK Spring 2022,Gen.G eSports ,Kwangdong Freecs ,2022-01-26,3,blue,13,3,16,10,3,13,3,0,3,1,0,1,54.8,43.8,98.6,blue,184,red,906,blue,184,red,597,blue,1501,1669,"Doran,Peanut,Chovy,Ruler,Lehends,","Kiin,Ellim,FATE,Teddy,Hoit,"
48,491322,Kwangdong Freecs  vs Gen.G eSports ,GEN vs KDF 3,2,LCK,LCK Spring 2022,Kwangdong Freecs ,Gen.G eSports ,2022-01-26,3,red,3,10,13,1,7,8,1,0,1,0,1,1,48.1,58.2,106.30000000000001,red,504,red,864,red,417,blue,526,red,1846,1928,"Kiin,Ellim,FATE,Teddy,Hoit,","Doran,Peanut,Chovy,Ruler,Lehends,"
49,501322,DRX  vs Fredit BRION ,DRX vs BRO 3,1,LCK,LCK Spring 2022,DRX ,Fredit BRION ,2022-01-26,3,blue,14,6,20,9,4,13,2,0,2,1,0,1,73.7,65.0,138.7,blue,1033,red,1137,red,633,red,633,blue,1951,2361,"kingen,Pyosik,Zeka,Deft,BeryL,","Morgan,UmTi,Lava,Hena,Delight,"
50,511322,Fredit BRION  vs DRX ,DRX vs BRO 3,2,LCK,LCK Spring 2022,Fredit BRION ,DRX ,2022-01-26,3,red,4,14,18,0,11,11,0,0,0,0,1,1,39.6,53.3,92.9,red,533,red,720,red,420,red,567,red,1259,1594,"Morgan,UmTi,Lava,Hena,Delight,","kingen,Pyosik,Zeka,Deft,BeryL,"
51,521322,KT Rolster  vs Liiv SANDBOX ,KT Rolster vs LSB 3,1,LCK,LCK Spring 2022,KT Rolster ,Liiv SANDBOX ,2022-01-27,3,blue,12,3,15,10,1,11,3,0,3,1,0,1,56.6,42.8,99.4,blue,269,blue,540,blue,269,blue,701,blue,1566,1720,"Rascal,Cuzz,Aria,Aiming,Life,","Dove,Croco,Clozer,Kael,Ice,"
52,531322,Liiv SANDBOX  vs KT Rolster ,KT Rolster vs LSB 3,2,LCK,LCK Spring 2022,Liiv SANDBOX ,KT Rolster ,2022-01-27,3,blue,15,11,26,7,7,14,3,0,3,1,1,2,70.2,68.7,138.9,red,200,red,1019,red,200,red,518,red,1759,2339,"Dove,Croco,Clozer,Ice,Kael,","Rascal,Cuzz,Aria,Aiming,Life,"
53,541322,KT Rolster  vs Liiv SANDBOX ,KT Rolster vs LSB 3,3,LCK,LCK Spring 2022,KT Rolster ,Liiv SANDBOX ,2022-01-27,3,red,11,16,27,3,9,12,3,0,3,0,2,2,56.5,61.5,118.0,blue,241,blue,898,blue,241,blue,508,red,1440,1924,"Rascal,Cuzz,Aria,Aiming,Life,","Dove,Croco,Clozer,Ice,Kael,"
54,551322,T1  vs Nongshim RedForce ,T1 vs NS 3,1,LCK,LCK Spring 2022,T1 ,Nongshim RedForce ,2022-01-27,3,blue,5,7,12,11,8,19,5,0,5,3,0,3,85.1,77.8,162.89999999999998,blue,627,blue,818,red,481,blue,511,blue,1552,2813,"Zeus,Oner,Faker,Gumayusi,Keria,","Canna,Dread,Bdd,Ghost,Peter,"
55,561322,Nongshim RedForce  vs T1 ,T1 vs NS 3,2,LCK,LCK Spring 2022,Nongshim RedForce ,T1 ,2022-01-27,3,blue,19,5,24,10,5,15,4,0,4,0,1,1,57.1,52.3,109.4,blue,385,blue,961,red,385,red,500,red,1415,1837,"Canna,Dread,Bdd,Ghost,Peter,","Zeus,Oner,Faker,Gumayusi,Keria,"
56,571322,T1  vs Nongshim RedForce ,T1 vs NS 3,3,LCK,LCK Spring 2022,T1 ,Nongshim RedForce ,2022-01-27,3,blue,19,8,27,10,3,13,4,0,4,1,1,2,72.4,62.9,135.3,blue,195,blue,867,red,195,red,525,red,1839,2385,"Zeus,Oner,Faker,Gumayusi,Keria,","Canna,Dread,Bdd,Ghost,Peter,"
57,581322,Hanwha Life eSports  vs DWG KIA ,HLE vs DWG KIA 3,1,LCK,LCK Spring 2022,Hanwha Life eSports ,DWG KIA ,2022-01-28,3,red,5,9,14,2,10,12,0,0,0,0,2,2,48.4,61.9,110.3,red,338,red,929,red,338,red,524,red,1384,1832,"DuDu,OnFleek,Karis,SamD,Vsta,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
58,591322,Hanwha Life eSports  vs DWG KIA ,HLE vs DWG KIA 3,2,LCK,LCK Spring 2022,Hanwha Life eSports ,DWG KIA ,2022-01-28,3,red,6,14,20,0,9,9,0,0,0,0,1,1,40.9,53.1,94.0,red,329,red,747,blue,329,blue,546,red,1398,1573,"DuDu,OnFleek,Karis,SamD,Vsta,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
59,601322,Fredit BRION  vs Kwangdong Freecs ,BRO vs KDF 3,1,LCK,LCK Spring 2022,Fredit BRION ,Kwangdong Freecs ,2022-01-28,3,blue,13,7,20,5,9,14,1,0,1,0,1,1,72.8,69.9,142.7,blue,187,red,1079,blue,187,red,576,red,2266,2453,"Sw0rd,UmTi,Lava,Hena,Delight,","Kiin,Ellim,FATE,Teddy,Hoit,"
60,611322,Kwangdong Freecs  vs Fredit BRION ,BRO vs KDF 3,2,LCK,LCK Spring 2022,Kwangdong Freecs ,Fredit BRION ,2022-01-28,3,red,4,10,14,7,5,12,2,0,2,1,0,1,73.7,75.4,149.10000000000002,blue,800,blue,1030,blue,456,blue,536,blue,2189,2604,"Kiin,Ellim,FATE,Teddy,Hoit,","Sw0rd,UmTi,Lava,Hena,Delight,"
61,621322,KT Rolster  vs Gen.G eSports ,GEN vs KT Rolster 3,1,LCK,LCK Spring 2022,KT Rolster ,Gen.G eSports ,2022-01-29,3,blue,17,6,23,8,6,14,4,0,4,3,0,3,77.9,71.1,149.0,blue,594,blue,859,blue,508,blue,627,blue,1510,2562,"Rascal,Cuzz,Aria,Aiming,Life,","Doran,Peanut,Chovy,Ruler,Lehends,"
62,631322,Gen.G eSports  vs KT Rolster ,GEN vs KT Rolster 3,2,LCK,LCK Spring 2022,Gen.G eSports ,KT Rolster ,2022-01-29,3,red,7,14,21,2,9,11,0,0,0,0,1,1,59.8,69.8,129.6,red,140,red,961,red,140,red,589,red,1792,2259,"Doran,Peanut,Chovy,Ruler,Lehends,","Rascal,Cuzz,Aria,Aiming,Life,"
63,641322,Nongshim RedForce  vs DRX ,NS vs DRX 3,1,LCK,LCK Spring 2022,Nongshim RedForce ,DRX ,2022-01-29,3,red,12,19,31,2,11,13,1,0,1,0,2,2,61.6,75.1,136.7,blue,167,red,780,blue,167,blue,570,red,1736,2253,"Canna,Dread,Bdd,Ghost,Peter,","kingen,Pyosik,Zeka,Deft,BeryL,"
64,651322,Nongshim RedForce  vs DRX ,NS vs DRX 3,2,LCK,LCK Spring 2022,Nongshim RedForce ,DRX ,2022-01-29,3,red,16,18,34,5,11,16,3,0,3,1,2,3,80.1,87.5,167.6,blue,247,blue,689,red,247,blue,558,blue,1950,2827,"Canna,Dread,Bdd,Ghost,Peter,","kingen,Pyosik,Zeka,Deft,BeryL,"
65,661322,DWG KIA  vs T1 ,DWG KIA vs T1 3,1,LCK,LCK Spring 2022,DWG KIA ,T1 ,2022-01-30,3,blue,14,9,23,10,7,17,6,0,6,3,1,4,100.9,93.4,194.3,blue,355,red,693,blue,355,red,506,blue,1707,3326,"Burdol,Canyon,ShowMaker,deokdam,Kellin,","Zeus,Oner,Faker,Gumayusi,Keria,"
66,671322,T1  vs DWG KIA ,DWG KIA vs T1 3,2,LCK,LCK Spring 2022,T1 ,DWG KIA ,2022-01-30,3,blue,19,5,24,11,2,13,4,0,4,2,0,2,61.2,48.7,109.9,blue,509,blue,898,blue,509,blue,537,blue,1242,1804,"Zeus,Oner,Faker,Gumayusi,Keria,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
67,681322,DWG KIA  vs T1 ,DWG KIA vs T1 3,3,LCK,LCK Spring 2022,DWG KIA ,T1 ,2022-01-30,3,red,15,20,35,8,8,16,2,0,2,1,1,2,62.9,66.1,129.0,blue,117,blue,544,blue,117,blue,504,blue,1381,2030,"Burdol,Canyon,ShowMaker,deokdam,Kellin,","Zeus,Oner,Faker,Gumayusi,Keria,"
68,691322,Hanwha Life eSports  vs Liiv SANDBOX ,HLE vs LSB 3,1,LCK,LCK Spring 2022,Hanwha Life eSports ,Liiv SANDBOX ,2022-01-30,3,blue,15,7,22,11,2,13,4,0,4,2,0,2,65.9,55.9,121.80000000000001,red,405,red,970,red,405,red,550,blue,1309,2136,"DuDu,OnFleek,Karis,SamD,Vsta,","Dove,Croco,Clozer,Ice,Kael,"
69,701322,Liiv SANDBOX  vs Hanwha Life eSports ,HLE vs LSB 3,2,LCK,LCK Spring 2022,Liiv SANDBOX ,Hanwha Life eSports ,2022-01-30,3,red,9,17,26,1,7,8,0,0,0,0,1,1,41.0,50.1,91.1,red,194,red,948,red,194,blue,536,red,1389,1508,"Dove,Croco,Clozer,Ice,Kael,","DuDu,OnFleek,Karis,SamD,Vsta,"
